timestamp,topic,payload
2024-06-17 10:25:06,room/temperature,29.40
2024-06-17 10:25:07,room/humidity,78.00
2024-06-17 10:25:08,room/temperature,29.40
2024-06-17 10:25:09,room/humidity,78.00
2024-06-17 10:25:10,room/temperature,29.40
2024-06-17 10:25:12,room/humidity,78.00
2024-06-17 10:25:12,room/temperature,29.40
2024-06-17 10:25:14,room/humidity,79.00
2024-06-17 10:25:14,room/temperature,29.40
2024-06-17 10:25:16,room/humidity,79.00
2024-06-17 10:25:16,room/temperature,29.40
2024-06-17 10:25:18,room/humidity,79.00
2024-06-17 10:25:18,room/temperature,29.50
2024-06-17 10:25:20,room/humidity,79.00
2024-06-17 10:25:20,room/temperature,29.50
2024-06-17 10:25:22,room/humidity,79.00
2024-06-17 10:25:22,room/temperature,29.50
2024-06-17 10:25:24,room/humidity,79.00
2024-06-17 10:25:24,room/temperature,29.50
2024-06-17 10:25:26,room/humidity,79.00
2024-06-17 10:25:26,room/temperature,29.50
2024-06-17 10:25:28,room/humidity,78.00
2024-06-17 10:25:28,room/temperature,29.50
2024-06-17 10:25:30,room/humidity,78.00
2024-06-17 10:25:30,room/temperature,29.50
2024-06-17 10:25:32,room/humidity,78.00
2024-06-17 10:25:32,room/temperature,29.40
2024-06-17 10:25:34,room/humidity,78.00
2024-06-17 10:25:34,room/temperature,29.40
2024-06-17 10:25:36,room/humidity,78.00
2024-06-17 10:25:36,room/temperature,29.50
2024-06-17 10:25:38,room/humidity,79.00
2024-06-17 10:25:38,room/temperature,29.40
2024-06-17 10:25:40,room/humidity,79.00
2024-06-17 10:25:40,room/temperature,29.40
2024-06-17 10:25:42,room/humidity,78.00
2024-06-17 10:25:42,room/temperature,29.50
2024-06-17 10:25:44,room/humidity,78.00
2024-06-17 10:25:44,room/temperature,29.50
2024-06-17 10:25:46,room/humidity,78.00
2024-06-17 10:25:46,room/temperature,29.40
2024-06-17 10:25:48,room/humidity,78.00
2024-06-17 10:25:48,room/temperature,29.50
2024-06-17 10:25:50,room/humidity,78.00
2024-06-17 10:25:50,room/temperature,29.40
2024-06-17 10:25:52,room/humidity,78.00
2024-06-17 10:25:52,room/temperature,29.40
2024-06-17 10:25:54,room/humidity,78.00
2024-06-17 10:25:54,room/temperature,29.40
2024-06-17 10:25:56,room/humidity,78.00
2024-06-17 10:25:56,room/temperature,29.50
2024-06-17 10:25:58,room/humidity,77.00
2024-06-17 10:25:58,room/temperature,29.50
2024-06-17 10:26:00,room/humidity,77.00
2024-06-17 10:26:00,room/temperature,29.40
2024-06-17 10:26:02,room/humidity,77.00
2024-06-17 10:26:02,room/temperature,29.40
2024-06-17 10:26:04,room/humidity,77.00
2024-06-17 10:26:04,room/temperature,29.40
2024-06-17 10:26:06,room/humidity,77.00
2024-06-17 10:26:07,room/temperature,29.40
2024-06-17 10:26:08,room/humidity,77.00
2024-06-17 10:26:09,room/temperature,29.40
2024-06-17 10:26:10,room/humidity,77.00
2024-06-17 10:26:11,room/temperature,29.40
2024-06-17 10:26:12,room/humidity,77.00
2024-06-17 10:26:13,room/temperature,29.40
2024-06-17 10:26:14,room/humidity,77.00
2024-06-17 10:26:15,room/temperature,29.40
2024-06-17 10:26:16,room/humidity,77.00
2024-06-17 10:26:17,room/temperature,29.40
2024-06-17 10:26:18,room/humidity,77.00
2024-06-17 10:26:19,room/temperature,29.40
2024-06-17 10:26:21,room/humidity,77.00
2024-06-17 10:26:21,room/temperature,29.40
2024-06-17 10:26:23,room/humidity,77.00
2024-06-17 10:26:23,room/temperature,29.40
2024-06-17 10:26:25,room/humidity,77.00
2024-06-17 10:26:25,room/temperature,29.40
2024-06-17 10:26:27,room/humidity,77.00
2024-06-17 10:26:27,room/temperature,29.40
2024-06-17 10:26:29,room/humidity,77.00
2024-06-17 10:26:29,room/temperature,29.40
2024-06-17 10:26:31,room/humidity,77.00
2024-06-17 10:26:31,room/temperature,29.40
2024-06-17 10:26:33,room/humidity,77.00
2024-06-17 10:26:33,room/temperature,29.40
2024-06-17 10:26:35,room/humidity,77.00
2024-06-17 10:26:35,room/temperature,29.40
2024-06-17 10:26:37,room/humidity,77.00
2024-06-17 10:26:37,room/temperature,29.40
2024-06-17 10:26:39,room/humidity,77.00
2024-06-17 10:26:39,room/temperature,29.40
2024-06-17 10:26:41,room/humidity,77.00
2024-06-17 10:26:41,room/temperature,29.40
2024-06-17 10:26:43,room/humidity,77.00
2024-06-17 10:26:43,room/temperature,29.40
2024-06-17 10:26:45,room/humidity,77.00
2024-06-17 10:26:45,room/temperature,29.40
2024-06-17 10:26:47,room/humidity,77.00
2024-06-17 10:26:47,room/temperature,29.40
2024-06-17 10:26:49,room/humidity,77.00
2024-06-17 10:26:49,room/temperature,29.40
2024-06-17 10:26:51,room/humidity,77.00
2024-06-17 10:26:51,room/temperature,29.40
2024-06-17 10:26:53,room/humidity,77.00
2024-06-17 10:26:53,room/temperature,29.40
2024-06-17 10:26:55,room/humidity,77.00
2024-06-17 10:26:55,room/temperature,29.40
2024-06-17 10:26:57,room/humidity,77.00
2024-06-17 10:26:57,room/temperature,29.40
2024-06-17 10:26:59,room/humidity,77.00
2024-06-17 10:26:59,room/temperature,29.40
2024-06-17 10:27:01,room/humidity,77.00
2024-06-17 10:27:01,room/temperature,29.40
2024-06-17 10:27:03,room/humidity,77.00
2024-06-17 10:27:03,room/temperature,29.40
2024-06-17 10:27:05,room/humidity,78.00
2024-06-17 10:27:05,room/temperature,29.40
2024-06-17 10:27:07,room/humidity,78.00
2024-06-17 10:27:07,room/temperature,29.40
2024-06-17 10:27:09,room/humidity,79.00
2024-06-17 10:27:09,room/temperature,29.40
2024-06-17 10:27:11,room/humidity,79.00
2024-06-17 10:27:11,room/temperature,29.40
2024-06-17 10:27:13,room/humidity,79.00
2024-06-17 10:27:13,room/temperature,29.40
2024-06-17 10:27:15,room/humidity,79.00
2024-06-17 10:27:15,room/temperature,29.40
2024-06-17 10:27:17,room/humidity,78.00
2024-06-17 10:27:18,room/temperature,29.40
2024-06-17 10:27:19,room/humidity,78.00
2024-06-17 10:27:20,room/temperature,29.40
2024-06-17 10:27:21,room/humidity,78.00
2024-06-17 10:27:22,room/temperature,29.40
2024-06-17 10:27:23,room/humidity,78.00
2024-06-17 10:27:24,room/temperature,29.40
2024-06-17 10:27:25,room/humidity,77.00
2024-06-17 10:27:26,room/temperature,29.40
2024-06-17 10:27:27,room/humidity,77.00
2024-06-17 10:27:28,room/temperature,29.40
2024-06-17 10:27:29,room/humidity,77.00
2024-06-17 10:27:30,room/temperature,29.40
2024-06-17 10:27:32,room/humidity,77.00
2024-06-17 10:27:32,room/temperature,29.40
2024-06-17 10:27:34,room/humidity,77.00
2024-06-17 10:27:34,room/temperature,29.40
2024-06-17 10:27:36,room/humidity,77.00
2024-06-17 10:27:36,room/temperature,29.40
2024-06-17 10:27:38,room/humidity,77.00
2024-06-17 10:27:38,room/temperature,29.40
2024-06-17 10:27:40,room/humidity,78.00
2024-06-17 10:27:40,room/temperature,29.40
2024-06-17 10:27:42,room/humidity,78.00
2024-06-17 10:27:42,room/temperature,29.40
2024-06-17 10:27:44,room/humidity,78.00
2024-06-17 10:27:44,room/temperature,29.40
2024-06-17 10:27:46,room/humidity,78.00
2024-06-17 10:27:46,room/temperature,29.40
2024-06-17 10:27:48,room/humidity,78.00
2024-06-17 10:27:48,room/temperature,29.40
2024-06-17 10:27:50,room/humidity,78.00
2024-06-17 10:27:50,room/temperature,29.50
2024-06-17 10:27:52,room/humidity,78.00
2024-06-17 10:27:52,room/temperature,29.40
2024-06-17 10:27:54,room/humidity,78.00
2024-06-17 10:27:54,room/temperature,29.40
2024-06-17 10:27:56,room/humidity,78.00
2024-06-17 10:27:56,room/temperature,29.40
2024-06-17 10:27:58,room/humidity,78.00
2024-06-17 10:27:58,room/temperature,29.40
2024-06-17 10:28:00,room/humidity,78.00
2024-06-17 10:28:00,room/temperature,29.40
2024-06-17 10:28:02,room/humidity,78.00
2024-06-17 10:28:02,room/temperature,29.40
2024-06-17 10:28:04,room/humidity,77.00
2024-06-17 10:28:04,room/temperature,29.50
2024-06-17 10:28:06,room/humidity,77.00
2024-06-17 10:28:06,room/temperature,29.40
2024-06-17 10:28:08,room/humidity,77.00
2024-06-17 10:28:08,room/temperature,29.40
2024-06-17 10:28:10,room/humidity,77.00
2024-06-17 10:28:10,room/temperature,29.40
2024-06-17 10:28:12,room/humidity,77.00
2024-06-17 10:28:12,room/temperature,29.50
2024-06-17 10:28:14,room/humidity,77.00
2024-06-17 10:28:14,room/temperature,29.40
2024-06-17 10:28:16,room/humidity,77.00
2024-06-17 10:28:16,room/temperature,29.40
2024-06-17 10:28:18,room/humidity,77.00
2024-06-17 10:28:18,room/temperature,29.40
2024-06-17 10:28:20,room/humidity,77.00
2024-06-17 10:28:20,room/temperature,29.40
2024-06-17 10:28:22,room/humidity,77.00
2024-06-17 10:28:22,room/temperature,29.40
2024-06-17 10:28:24,room/humidity,77.00
2024-06-17 10:28:25,room/temperature,29.40
2024-06-17 10:28:26,room/humidity,77.00
2024-06-17 10:28:27,room/temperature,29.40
2024-06-17 10:28:28,room/humidity,77.00
2024-06-17 10:28:29,room/temperature,29.40
2024-06-17 10:28:30,room/humidity,77.00
2024-06-17 10:28:31,room/temperature,29.40
2024-06-17 10:28:32,room/humidity,77.00
2024-06-17 10:28:33,room/temperature,29.40
2024-06-17 10:28:34,room/humidity,77.00
2024-06-17 10:28:35,room/temperature,29.40
2024-06-17 10:28:36,room/humidity,77.00
2024-06-17 10:28:37,room/temperature,29.40
2024-06-17 10:28:39,room/humidity,77.00
2024-06-17 10:28:39,room/temperature,29.40
2024-06-17 10:28:41,room/humidity,78.00
2024-06-17 10:28:41,room/temperature,29.50
2024-06-17 10:28:43,room/humidity,78.00
2024-06-17 10:28:43,room/temperature,29.50
2024-06-17 10:28:45,room/humidity,78.00
2024-06-17 10:28:45,room/temperature,29.40
2024-06-17 10:28:47,room/humidity,78.00
2024-06-17 10:28:47,room/temperature,29.40
2024-06-17 10:28:49,room/humidity,78.00
2024-06-17 10:28:49,room/temperature,29.50
2024-06-17 10:28:51,room/humidity,78.00
2024-06-17 10:28:51,room/temperature,29.40
2024-06-17 10:28:53,room/humidity,78.00
2024-06-17 10:28:53,room/temperature,29.40
2024-06-17 10:28:55,room/humidity,78.00
2024-06-17 10:28:55,room/temperature,29.40
2024-06-17 10:28:57,room/humidity,78.00
2024-06-17 10:28:57,room/temperature,29.40
2024-06-17 10:28:59,room/humidity,78.00
2024-06-17 10:28:59,room/temperature,29.40
2024-06-17 10:29:01,room/humidity,78.00
2024-06-17 10:29:01,room/temperature,29.40
2024-06-17 10:29:03,room/humidity,78.00
2024-06-17 10:29:03,room/temperature,29.40
2024-06-17 10:29:05,room/humidity,78.00
2024-06-17 10:29:05,room/temperature,29.40
2024-06-17 10:29:07,room/humidity,78.00
2024-06-17 10:29:07,room/temperature,29.40
2024-06-17 10:29:09,room/humidity,78.00
2024-06-17 10:29:09,room/temperature,29.50
2024-06-17 10:29:11,room/humidity,78.00
2024-06-17 10:29:11,room/temperature,29.40
2024-06-17 10:29:13,room/humidity,78.00
2024-06-17 10:29:13,room/temperature,29.40
2024-06-17 10:29:15,room/humidity,78.00
2024-06-17 10:29:15,room/temperature,29.40
2024-06-17 10:29:17,room/humidity,78.00
2024-06-17 10:29:17,room/temperature,29.50
2024-06-17 10:29:19,room/humidity,79.00
2024-06-17 10:29:19,room/temperature,29.50
2024-06-17 10:29:21,room/humidity,79.00
2024-06-17 10:29:21,room/temperature,29.50
2024-06-17 10:29:23,room/humidity,79.00
2024-06-17 10:29:23,room/temperature,29.50
2024-06-17 10:29:25,room/humidity,79.00
2024-06-17 10:29:25,room/temperature,29.50
2024-06-17 10:29:27,room/humidity,79.00
2024-06-17 10:29:27,room/temperature,29.50
2024-06-17 10:29:29,room/humidity,79.00
2024-06-17 10:29:29,room/temperature,29.50
2024-06-17 10:29:31,room/humidity,79.00
2024-06-17 10:29:32,room/temperature,29.50
2024-06-17 10:29:33,room/humidity,79.00
2024-06-17 10:29:33,room/temperature,29.50
2024-06-17 10:29:35,room/humidity,79.00
2024-06-17 10:29:35,room/temperature,29.50
2024-06-17 10:29:37,room/humidity,79.00
2024-06-17 10:29:38,room/temperature,29.50
2024-06-17 10:29:39,room/humidity,78.00
2024-06-17 10:29:40,room/temperature,29.50
2024-06-17 10:29:41,room/humidity,78.00
2024-06-17 10:29:42,room/temperature,29.50
2024-06-17 10:29:43,room/humidity,78.00
2024-06-17 10:29:44,room/temperature,29.50
2024-06-17 10:29:46,room/humidity,78.00
2024-06-17 10:29:46,room/temperature,29.50
2024-06-17 10:29:47,room/humidity,78.00
2024-06-17 10:29:48,room/temperature,29.50
2024-06-17 10:29:49,room/humidity,78.00
2024-06-17 10:29:50,room/temperature,29.50
2024-06-17 10:29:52,room/humidity,78.00
2024-06-17 10:29:52,room/temperature,29.50
2024-06-17 10:29:54,room/humidity,78.00
2024-06-17 10:29:54,room/temperature,29.50
2024-06-17 10:29:56,room/humidity,78.00
2024-06-17 10:29:56,room/temperature,29.50
2024-06-17 10:29:58,room/humidity,77.00
2024-06-17 10:29:58,room/temperature,29.50
2024-06-17 10:30:00,room/humidity,77.00
2024-06-17 10:30:00,room/temperature,29.50
2024-06-17 10:30:02,room/humidity,78.00
2024-06-17 10:30:02,room/temperature,29.50
2024-06-17 10:30:04,room/humidity,78.00
2024-06-17 10:30:04,room/temperature,29.50
2024-06-17 10:30:06,room/humidity,78.00
2024-06-17 10:30:06,room/temperature,29.50
2024-06-17 10:30:08,room/humidity,78.00
2024-06-17 10:30:08,room/temperature,29.50
2024-06-17 10:30:10,room/humidity,78.00
2024-06-17 10:30:10,room/temperature,29.50
2024-06-17 10:30:12,room/humidity,78.00
2024-06-17 10:30:12,room/temperature,29.50
2024-06-17 10:30:14,room/humidity,78.00
2024-06-17 10:30:14,room/temperature,29.50
2024-06-17 10:30:16,room/humidity,78.00
2024-06-17 10:30:16,room/temperature,29.50
2024-06-17 10:30:18,room/humidity,78.00
2024-06-17 10:30:18,room/temperature,29.50
2024-06-17 10:30:20,room/humidity,78.00
2024-06-17 10:30:20,room/temperature,29.50
2024-06-17 10:30:22,room/humidity,78.00
2024-06-17 10:30:22,room/temperature,29.50
2024-06-17 10:30:24,room/humidity,78.00
2024-06-17 10:30:24,room/temperature,29.50
2024-06-17 10:30:26,room/humidity,78.00
2024-06-17 10:30:26,room/temperature,29.50
2024-06-17 10:30:28,room/humidity,78.00
2024-06-17 10:30:28,room/temperature,29.50
2024-06-17 10:30:30,room/humidity,78.00
2024-06-17 10:30:30,room/temperature,29.50
2024-06-17 10:30:32,room/humidity,78.00
2024-06-17 10:30:32,room/temperature,29.50
2024-06-17 10:30:34,room/humidity,78.00
2024-06-17 10:30:34,room/temperature,29.50
2024-06-17 10:30:36,room/humidity,78.00
2024-06-17 10:30:36,room/temperature,29.50
2024-06-17 10:30:38,room/humidity,78.00
2024-06-17 10:30:38,room/temperature,29.50
2024-06-17 10:30:40,room/humidity,78.00
2024-06-17 10:30:40,room/temperature,29.50
2024-06-17 10:30:42,room/humidity,79.00
2024-06-17 10:30:42,room/temperature,29.50
2024-06-17 10:30:44,room/humidity,79.00
2024-06-17 10:30:44,room/temperature,29.50
2024-06-17 10:30:46,room/humidity,79.00
2024-06-17 10:30:47,room/temperature,29.50
2024-06-17 10:30:48,room/humidity,79.00
2024-06-17 10:30:49,room/temperature,29.50
2024-06-17 10:30:50,room/humidity,79.00
2024-06-17 10:30:51,room/temperature,29.50
2024-06-17 10:30:52,room/humidity,78.00
2024-06-17 10:30:53,room/temperature,29.50
2024-06-17 10:30:54,room/humidity,78.00
2024-06-17 10:30:55,room/temperature,29.50
2024-06-17 10:30:56,room/humidity,78.00
2024-06-17 10:30:57,room/temperature,29.50
2024-06-17 10:30:58,room/humidity,78.00
2024-06-17 10:30:59,room/temperature,29.50
2024-06-17 10:31:01,room/humidity,78.00
2024-06-17 10:31:01,room/temperature,29.50
2024-06-17 10:31:03,room/humidity,77.00
2024-06-17 10:31:03,room/temperature,29.50
2024-06-17 10:31:05,room/humidity,77.00
2024-06-17 10:31:05,room/temperature,29.50
2024-06-17 10:31:07,room/humidity,77.00
2024-06-17 10:31:07,room/temperature,29.50
2024-06-17 10:31:09,room/humidity,77.00
2024-06-17 10:31:09,room/temperature,29.50
2024-06-17 10:31:11,room/humidity,77.00
2024-06-17 10:31:11,room/temperature,29.50
2024-06-17 10:31:13,room/humidity,77.00
2024-06-17 10:31:13,room/temperature,29.50
2024-06-17 10:31:15,room/humidity,77.00
2024-06-17 10:31:15,room/temperature,29.50
2024-06-17 10:31:17,room/humidity,77.00
2024-06-17 10:31:17,room/temperature,29.50
2024-06-17 10:31:19,room/humidity,77.00
2024-06-17 10:31:19,room/temperature,29.50
2024-06-17 10:31:21,room/humidity,77.00
2024-06-17 10:31:21,room/temperature,29.50
2024-06-17 10:31:23,room/humidity,77.00
2024-06-17 10:31:23,room/temperature,29.50
2024-06-17 10:31:25,room/humidity,77.00
2024-06-17 10:31:25,room/temperature,29.50
2024-06-17 10:31:27,room/humidity,77.00
2024-06-17 10:31:27,room/temperature,29.50
2024-06-17 10:31:29,room/humidity,77.00
2024-06-17 10:31:29,room/temperature,29.50
2024-06-17 10:31:31,room/humidity,77.00
2024-06-17 10:31:31,room/temperature,29.50
2024-06-17 10:31:33,room/humidity,77.00
2024-06-17 10:31:33,room/temperature,29.50
2024-06-17 10:31:35,room/humidity,77.00
2024-06-17 10:31:35,room/temperature,29.50
2024-06-17 10:31:37,room/humidity,77.00
2024-06-17 10:31:37,room/temperature,29.50
2024-06-17 10:31:39,room/humidity,77.00
2024-06-17 10:31:39,room/temperature,29.50
2024-06-17 10:31:41,room/humidity,77.00
2024-06-17 10:31:41,room/temperature,29.50
2024-06-17 10:31:43,room/humidity,78.00
2024-06-17 10:31:43,room/temperature,29.50
2024-06-17 10:31:45,room/humidity,78.00
2024-06-17 10:31:45,room/temperature,29.50
2024-06-17 10:31:47,room/humidity,78.00
2024-06-17 10:31:47,room/temperature,29.50
2024-06-17 10:31:49,room/humidity,78.00
2024-06-17 10:31:49,room/temperature,29.50
2024-06-17 10:31:51,room/humidity,78.00
2024-06-17 10:31:51,room/temperature,29.50
2024-06-17 10:31:53,room/humidity,78.00
2024-06-17 10:31:53,room/temperature,29.50
2024-06-17 10:31:55,room/humidity,77.00
2024-06-17 10:31:55,room/temperature,29.50
2024-06-17 10:31:57,room/humidity,77.00
2024-06-17 10:31:58,room/temperature,29.50
2024-06-17 10:31:59,room/humidity,77.00
2024-06-17 10:32:00,room/temperature,29.50
2024-06-17 10:32:01,room/humidity,77.00
2024-06-17 10:32:02,room/temperature,29.50
2024-06-17 10:32:03,room/humidity,77.00
2024-06-17 10:32:04,room/temperature,29.50
2024-06-17 10:32:05,room/humidity,77.00
2024-06-17 10:32:06,room/temperature,29.50
2024-06-17 10:32:08,room/humidity,77.00
2024-06-17 10:32:08,room/temperature,29.50
2024-06-17 10:32:10,room/humidity,77.00
2024-06-17 10:32:10,room/temperature,29.50
2024-06-17 10:32:12,room/humidity,77.00
2024-06-17 10:32:12,room/temperature,29.50
2024-06-17 10:32:14,room/humidity,78.00
2024-06-17 10:32:14,room/temperature,29.50
2024-06-17 10:32:16,room/humidity,78.00
2024-06-17 10:32:16,room/temperature,29.50
2024-06-17 10:32:18,room/humidity,78.00
2024-06-17 10:32:18,room/temperature,29.50
2024-06-17 10:32:20,room/humidity,78.00
2024-06-17 10:32:20,room/temperature,29.50
2024-06-17 10:32:22,room/humidity,78.00
2024-06-17 10:32:22,room/temperature,29.50
2024-06-17 10:32:24,room/humidity,78.00
2024-06-17 10:32:24,room/temperature,29.50
2024-06-17 10:32:26,room/humidity,79.00
2024-06-17 10:32:26,room/temperature,29.50
2024-06-17 10:32:28,room/humidity,79.00
2024-06-17 10:32:28,room/temperature,29.50
2024-06-17 10:32:30,room/humidity,79.00
2024-06-17 10:32:30,room/temperature,29.50
2024-06-17 10:32:32,room/humidity,79.00
2024-06-17 10:32:32,room/temperature,29.50
2024-06-17 10:32:34,room/humidity,79.00
2024-06-17 10:32:34,room/temperature,29.50
2024-06-17 10:32:36,room/humidity,78.00
2024-06-17 10:32:36,room/temperature,29.50
2024-06-17 10:32:38,room/humidity,78.00
2024-06-17 10:32:38,room/temperature,29.50
2024-06-17 10:32:40,room/humidity,78.00
2024-06-17 10:32:40,room/temperature,29.50
2024-06-17 10:32:42,room/humidity,78.00
2024-06-17 10:32:42,room/temperature,29.50
2024-06-17 10:32:44,room/humidity,78.00
2024-06-17 10:32:44,room/temperature,29.50
2024-06-17 10:32:46,room/humidity,78.00
2024-06-17 10:32:46,room/temperature,29.50
2024-06-17 10:32:48,room/humidity,79.00
2024-06-17 10:32:48,room/temperature,29.50
2024-06-17 10:32:50,room/humidity,78.00
2024-06-17 10:32:50,room/temperature,29.50
2024-06-17 10:32:52,room/humidity,78.00
2024-06-17 10:32:52,room/temperature,29.50
2024-06-17 10:32:54,room/humidity,78.00
2024-06-17 10:32:54,room/temperature,29.50
2024-06-17 10:32:56,room/humidity,78.00
2024-06-17 10:32:56,room/temperature,29.50
2024-06-17 10:32:58,room/humidity,79.00
2024-06-17 10:32:58,room/temperature,29.50
2024-06-17 10:33:00,room/humidity,79.00
2024-06-17 10:33:01,room/temperature,29.50
2024-06-17 10:33:02,room/humidity,79.00
2024-06-17 10:33:02,room/temperature,29.50
2024-06-17 10:33:04,room/humidity,79.00
2024-06-17 10:33:05,room/temperature,29.50
2024-06-17 10:33:06,room/humidity,79.00
2024-06-17 10:33:06,room/temperature,29.50
2024-06-17 10:33:08,room/humidity,79.00
2024-06-17 10:33:09,room/temperature,29.50
2024-06-17 10:33:10,room/humidity,78.00
2024-06-17 10:33:11,room/temperature,29.50
2024-06-17 10:33:12,room/humidity,78.00
2024-06-17 10:33:13,room/temperature,29.50
2024-06-17 10:33:14,room/humidity,78.00
2024-06-17 10:33:15,room/temperature,29.50
2024-06-17 10:33:16,room/humidity,78.00
2024-06-17 10:33:17,room/temperature,29.50
2024-06-17 10:33:18,room/humidity,78.00
2024-06-17 10:33:19,room/temperature,29.50
2024-06-17 10:33:21,room/humidity,77.00
2024-06-17 10:33:21,room/temperature,29.50
2024-06-17 10:33:23,room/humidity,77.00
2024-06-17 10:33:23,room/temperature,29.50
2024-06-17 10:33:25,room/humidity,77.00
2024-06-17 10:33:25,room/temperature,29.50
2024-06-17 10:33:27,room/humidity,77.00
2024-06-17 10:33:27,room/temperature,29.60
2024-06-17 10:33:29,room/humidity,77.00
2024-06-17 10:33:29,room/temperature,29.60
2024-06-17 10:33:31,room/humidity,77.00
2024-06-17 10:33:31,room/temperature,29.50
2024-06-17 10:33:33,room/humidity,77.00
2024-06-17 10:33:33,room/temperature,29.60
2024-06-17 10:33:35,room/humidity,77.00
2024-06-17 10:33:35,room/temperature,29.50
2024-06-17 10:33:37,room/humidity,77.00
2024-06-17 10:33:37,room/temperature,29.60
2024-06-17 10:33:39,room/humidity,78.00
2024-06-17 10:33:39,room/temperature,29.50
2024-06-17 10:33:41,room/humidity,77.00
2024-06-17 10:33:41,room/temperature,29.60
2024-06-17 10:33:43,room/humidity,77.00
2024-06-17 10:33:43,room/temperature,29.60
2024-06-17 10:33:45,room/humidity,77.00
2024-06-17 10:33:45,room/temperature,29.60
2024-06-17 10:33:47,room/humidity,77.00
2024-06-17 10:33:47,room/temperature,29.60
2024-06-17 10:33:49,room/humidity,77.00
2024-06-17 10:33:49,room/temperature,29.60
2024-06-17 10:33:51,room/humidity,77.00
2024-06-17 10:33:51,room/temperature,29.60
2024-06-17 10:33:53,room/humidity,77.00
2024-06-17 10:33:53,room/temperature,29.60
2024-06-17 10:33:55,room/humidity,77.00
2024-06-17 10:33:55,room/temperature,29.60
2024-06-17 10:33:57,room/humidity,77.00
2024-06-17 10:33:57,room/temperature,29.60
2024-06-17 10:33:59,room/humidity,77.00
2024-06-17 10:33:59,room/temperature,29.60
2024-06-17 10:34:01,room/humidity,77.00
2024-06-17 10:34:01,room/temperature,29.60
2024-06-17 10:34:03,room/humidity,77.00
2024-06-17 10:34:03,room/temperature,29.50
2024-06-17 10:34:05,room/humidity,77.00
2024-06-17 10:34:05,room/temperature,29.60
2024-06-17 10:34:07,room/humidity,77.00
2024-06-17 10:34:07,room/temperature,29.50
2024-06-17 10:34:09,room/humidity,77.00
2024-06-17 10:34:09,room/temperature,29.60
2024-06-17 10:34:11,room/humidity,77.00
2024-06-17 10:34:11,room/temperature,29.60
2024-06-17 10:34:13,room/humidity,77.00
2024-06-17 10:34:13,room/temperature,29.60
2024-06-17 10:34:15,room/humidity,77.00
2024-06-17 10:34:15,room/temperature,29.60
2024-06-17 10:34:17,room/humidity,77.00
2024-06-17 10:34:18,room/temperature,29.60
2024-06-17 10:34:19,room/humidity,77.00
2024-06-17 10:34:20,room/temperature,29.60
2024-06-17 10:34:21,room/humidity,77.00
2024-06-17 10:34:22,room/temperature,29.60
2024-06-17 10:34:23,room/humidity,77.00
2024-06-17 10:34:24,room/temperature,29.60
2024-06-17 10:34:25,room/humidity,77.00
2024-06-17 10:34:26,room/temperature,29.60
2024-06-17 10:34:27,room/humidity,77.00
2024-06-17 10:34:28,room/temperature,29.50
2024-06-17 10:34:30,room/humidity,77.00
2024-06-17 10:34:30,room/temperature,29.60
2024-06-17 10:34:32,room/humidity,77.00
2024-06-17 10:34:32,room/temperature,29.60
2024-06-17 10:34:34,room/humidity,77.00
2024-06-17 10:34:34,room/temperature,29.60
2024-06-17 10:34:36,room/humidity,77.00
2024-06-17 10:34:36,room/temperature,29.60
2024-06-17 10:34:38,room/humidity,77.00
2024-06-17 10:34:38,room/temperature,29.60
2024-06-17 10:34:40,room/humidity,77.00
2024-06-17 10:34:40,room/temperature,29.60
2024-06-17 10:34:42,room/humidity,77.00
2024-06-17 10:34:42,room/temperature,29.60
2024-06-17 10:34:44,room/humidity,77.00
2024-06-17 10:34:44,room/temperature,29.60
2024-06-17 10:34:46,room/humidity,76.00
2024-06-17 10:34:46,room/temperature,29.60
2024-06-17 10:34:48,room/humidity,76.00
2024-06-17 10:34:48,room/temperature,29.60
2024-06-17 10:34:50,room/humidity,76.00
2024-06-17 10:34:50,room/temperature,29.60
2024-06-17 10:34:52,room/humidity,77.00
2024-06-17 10:34:52,room/temperature,29.60
2024-06-17 10:34:54,room/humidity,77.00
2024-06-17 10:34:54,room/temperature,29.60
2024-06-17 10:34:56,room/humidity,77.00
2024-06-17 10:34:56,room/temperature,29.60
2024-06-17 10:34:58,room/humidity,77.00
2024-06-17 10:34:58,room/temperature,29.60
2024-06-17 10:35:00,room/humidity,77.00
2024-06-17 10:35:00,room/temperature,29.50
2024-06-17 10:35:02,room/humidity,77.00
2024-06-17 10:35:02,room/temperature,29.60
2024-06-17 10:35:04,room/humidity,77.00
2024-06-17 10:35:04,room/temperature,29.60
2024-06-17 10:35:06,room/humidity,77.00
2024-06-17 10:35:06,room/temperature,29.50
2024-06-17 10:35:08,room/humidity,77.00
2024-06-17 10:35:08,room/temperature,29.50
2024-06-17 10:35:10,room/humidity,77.00
2024-06-17 10:35:10,room/temperature,29.50
2024-06-17 10:35:12,room/humidity,77.00
2024-06-17 10:35:12,room/temperature,29.60
2024-06-17 10:35:14,room/humidity,77.00
2024-06-17 10:35:14,room/temperature,29.50
2024-06-17 10:35:16,room/humidity,77.00
2024-06-17 10:35:16,room/temperature,29.50
2024-06-17 10:35:18,room/humidity,77.00
2024-06-17 10:35:18,room/temperature,29.50
2024-06-17 10:35:20,room/humidity,77.00
2024-06-17 10:35:21,room/temperature,29.50
2024-06-17 10:35:22,room/humidity,77.00
